tweetid,user,content,date,lang,sentiment
803438813267668992,373421428,dibuje a chikorita (mi pokemon fav y lo malogre con 'mi tecnica de pintar con acuarelas'tmr,2016-11-29 03:21:54+00:00,es,none
803577475301253120,2231650947,"despertar con la noticia de esta terrible tragedia  dios los tenga en su gloria campeones , sabiduria y resignacion para las familias",2016-11-29 12:32:54+00:00,es,0
803309245512945664,627791007,"lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad",2016-11-28 18:47:03+00:00,es,1
796701664363347968,166730411,"al principio me dolio ese corazon azul, luego recorde como era y que no tiene bandera y se me paso",2016-11-10 13:10:53+00:00,es,1
796550693851168768,33227389,@musadorada a tu pi pues asumo que si sera tipo conferencia y te daremos certificado pasame tu nombre completo,2016-11-10 03:10:59+00:00,es,neu
796548187481903104,249869830,"recuerdo que hace 20 kilos decia ""csm, quiero engordar"" 20 kilos despues me quede sin shorts + pantalones quiero ser flaco otra vez",2016-11-10 03:01:01+00:00,es,none
796547706948882432,1005307664,"que bonito es entrar a tu correo y que dos empresas, al mismo tiempo, te confirmen un fuerte auspicio",2016-11-10 02:59:07+00:00,es,1
796715656125313024,77049171,"@2820gchu maldito ataque de ansiedad tampoco lo soporto, es por eso que los dramas en emision me hacen sufrir horrores",2016-11-10 14:06:29+00:00,es,0
796546652991430656,160162379,"queda claro que yo solo vivo para viajar~ no necesito casas ni propiedades, solo necesito boletos de avion y mi mapita",2016-11-10 02:54:55+00:00,es,none
796582166457094144,205524341,"un sentimiento y sensacion hermosa que disfruto segundo a segundo con ganas enormes de abrazarte sin morbo ni nada, solo algo tan puro",2016-11-10 05:16:02+00:00,es,1
796598626118201344,713559703,"@ivettlyoficial yo igual, recuerdo que siempre te estare apoyando en todo, a pesar de la distancia, siempre estare aqui",2016-11-10 06:21:27+00:00,es,1
796552350106263552,44765267,"gente tuitera, en cantagallo hace falta voluntarios y donacion de pañales, utiles de aseo, leche, frazadas sean buenos y si pueden vayan",2016-11-10 03:17:34+00:00,es,none
796554522567077888,197894108,@richie2492 jajaja claro como olvidarloay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada,2016-11-10 03:26:12+00:00,es,none
796811106723495936,2933021367,cuandotengoplata lo gasto todo muy rapido,2016-11-10 20:25:46+00:00,es,none
796830271987482624,1260925016,"si tu dia esta amargo ""pues dale una movida"" aveces el azucar esta en el fondo",2016-11-10 21:41:55+00:00,es,neu
796762226279546880,42502557,"@karim0603 jajajaja yo no insulto a nadie, ni bloqueo yo me comporto en el twitter como en mi vida normal",2016-11-10 17:11:32+00:00,es,neu
797162520897290240,2636763848,"extraño las clases de biblia del pastor manzanares y sus no tareas , aun no supero que se haya ido",2016-11-11 19:42:10+00:00,es,0
797153684685803520,117183829,@edelacr7 ely todo bien no se nada de ti uu tengo numero nuevo >,2016-11-11 19:07:03+00:00,es,none
797152087452897280,2337651318,la fotografia es el medio que te permite reflejar las emociones y conocer a maravillosas personas tenlo siempre presente amigo,2016-11-11 19:00:42+00:00,es,none
797118773752840192,63001453,"fue muy bonito postular para el ceup, hacer cosas que nunca pense que podia en cortisimo tiempo, de hecho me enseño a organizarme feliz",2016-11-11 16:48:20+00:00,es,1
797124750703292416,200333457,"quiere ser tu luz del dia y tu descontrol en la noche mas fria fanaticaconeltalento sonando @pabloalboran ""la escalera"" @carlosjrubiofm",2016-11-11 17:12:05+00:00,es,none
796954046913507328,2205881702,hasta las ultimas consecuecias abrahamers lealtad,2016-11-11 05:53:46+00:00,es,neu
797246246973034496,44765267,gente juerguera de tuiter ( algun lugar recomendable donde pongan reggaeton de la old school por la lima si saben recomiendeme porfa,2016-11-12 01:14:52+00:00,es,none
797255920111656960,468860990,"@ldpilarevolledo tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",2016-11-12 01:53:18+00:00,es,neu
797131613851283456,401674060,@eunhyukeeprince por eso yo tambien tengo mis bias y apoyo a los demas pero la mayoria del fandom no y pos,2016-11-11 17:39:21+00:00,es,neu
797144856539910144,401674060,"@eunhyukeeprince no te preocupes ^^ como dijeelf puede hacer lo que quiera, a mi solo me importa sj",2016-11-11 18:31:58+00:00,es,neu
797170764415954944,786751830680272896,"hey tu amante del hip hop enmedios te trae lo mejor entrevista a paolo casaña , nuestro rapero del dia ",2016-11-11 20:14:55+00:00,es,none
795872145251385344,155314455,@lauritasole yo una vez le dibuje unos corazones a mi profe de ingles en el examen final igual me jalo,2016-11-08 06:14:40+00:00,es,none
797071598163468288,457745150,"taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda",2016-11-11 13:40:52+00:00,es,0
797070603912118272,77049171,"por fin rio, caray despues de lo de ayer, pense que me iba a deprimir, pero hoy estoy feliz",2016-11-11 13:36:55+00:00,es,1
796907520250048512,2183158688,"el mejor regalo de hoy, aparte de mucha comida, gano peru vamosperu 10/11",2016-11-11 02:48:53+00:00,es,1
797056466289037312,362256721,@unforesto @yurikitoksp lo dice para hacernos sentir mejor uu jajapero bueno eres mas joven tienes mucho por ver y hacer  exitos,2016-11-11 12:40:44+00:00,es,neu
796530023779958784,4659611661,@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo,2016-11-10 01:48:51+00:00,es,neu
796595293806530560,12341652,"si solo votaran los millenials, no habria brexit, rajoy no hubiese sido reelecto, y se habria firmado el acuerdo de paz en colombia",2016-11-10 06:08:12+00:00,es,neu
796060524702208000,2886461872,@popstitude nadie quiere escuchar tu (horrible musica deberias respetar el area comun (imbesil super polite,2016-11-08 18:43:13+00:00,es,0
795839599897497600,97760588,comenzando mal la semana enfermandome,2016-11-08 04:05:21+00:00,es,0
796176245427990528,162530981,@sibylcollantes me dejo pensando tu twitt,2016-11-09 02:23:03+00:00,es,none
795864384828506112,357340230,los dias pasan y cada salida es tan genial a tu lado eres lo maximo y lo mejor que me ha pasado este año,2016-11-08 05:43:50+00:00,es,1
795861665665323008,148445379,"no se con que rayos pintan la señaletica de las pistas, pero mi cuarto apesta a esa huevada",2016-11-08 05:33:02+00:00,es,0
795833893018542080,232361844,"cada vez que escucho ""instituciones"" de sui generis se me escarapela la piel por lo hermosa que es y tambien me acuerdo de ti",2016-11-08 03:42:40+00:00,es,1
795866591925825536,238775918,"feliz por las salvadas por el publico y la salvada por el jurado canta dms bien pero la veo como solista, aimee era mas para labanda",2016-11-08 05:52:36+00:00,es,1
796349674064056320,401674060,aqui por lo menos no esta solo elf  en ese entoncespfff solo estaba cloud,2016-11-09 13:52:12+00:00,es,none
794949226715316224,2319218221,lo que se enojo cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resulto ser,2016-11-05 17:07:19+00:00,es,0
794967998012489728,599653674,"no es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aqui y el ahora, donde todo es posible",2016-11-05 18:21:55+00:00,es,neu
795110000758837248,122459855,"@mchl1782 @salitasin @charitoobando mas bien, penoso desconocimiento diversas realidades del peru ahora anda preocupada x el clasico(",2016-11-06 03:46:11+00:00,es,0
795161282416668672,557377840,el segundo video del otaku fest esta a un 60% ( _ espero este listo para el dia lunes,2016-11-06 07:09:57+00:00,es,0
794567899998392320,373421428,"papa:yo queria ir al clasico contigo nena,pero el domingo juego 3:30pm y otra vez no me veras yo: ay noooo papi",2016-11-04 15:52:04+00:00,es,neu
794599197932589056,588374284,@yeesus_ @lamaquinaperu @cserranotv ya no es lo mismo,2016-11-04 17:56:26+00:00,es,0
794751340199215104,396904066,como todo los viernes siempre esperando @rapperground rap en la radio a la media noche 12:00am via los 1027 fm radio filarmonia yeahh,2016-11-05 04:00:59+00:00,es,1
794756473079365632,103096704,este es el unico dia del año en el que me muero de ganas por salir a una disco y no tengo con quien,2016-11-05 04:21:23+00:00,es,0
794742189091737600,151260576,que dia mas agotador conferencia laboratorio y clase sin parar y para cerrar el dia mañana tengo clases full day yeeee,2016-11-05 03:24:38+00:00,es,0
794715302558834688,3338022893,tan desesperado que hasta stalkea,2016-11-05 01:37:47+00:00,es,0
794748707275231232,2165975060,"gracias canal 35 por la entrevista que hice de wake estoy muy contenta, que mañana me voy por muchos piscos jaja",2016-11-05 03:50:32+00:00,es,none
794746075928207360,199111686,"@tenyexrsgone a mi me jode bastante eso creeme, y mas aun que de aca ni del hotel salieran, no se porque siempre lo mismo",2016-11-05 03:40:04+00:00,es,0
794705961726386176,713559703,"@ivettlyoficial gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente",2016-11-05 01:00:40+00:00,es,1
794420541495136256,123014350,ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma  que maldad,2016-11-04 06:06:31+00:00,es,0
797556184702140416,356263965,"creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupacion por mi sustenta le gano",2016-11-12 21:46:26+00:00,es,0
797616656415674368,2860919680,creo que ambos nos seguimos leyendo pues bueno espero estes bien y poder conversar en algun momento exitos en todo y vibras,2016-11-13 01:46:44+00:00,es,1
797631352573194240,53311422,"amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso  no te estoy gileando, ni quiero algo contigo, si",2016-11-13 02:45:08+00:00,es,none
797590170950373376,123102206,antes el matsuri era gratis despues subio a 10s/ ahora 20s/ y ahora es limitado ya nada sera como antes,2016-11-13 00:01:29+00:00,es,0
797569678197592064,345645582,"y uno que pensaba que no habia que hacer, inicio a realizar mi escalonado y mil horas para terminar",2016-11-12 22:40:04+00:00,es,none
797568744935591936,1350833784,"@cineplanet hola, me gustaria saber si van a estrenar en piura la chica del tren, espero su gentil respuesta, gracias",2016-11-12 22:36:21+00:00,es,none
797311860215345152,791661612386160640,@elmiyashiro @elguilledice @angelabandonado @perudirector @recomienda_pe @andresilvachuy ya vere tu peliii exitos,2016-11-12 05:35:35+00:00,es,1
797310856732274688,301610440,"@odiomistweets no puede ser, eso me esta pasando en estos momentos, hace rato estaba good happy y ahora solo i cry",2016-11-12 05:31:36+00:00,es,0
797257564463316992,2452057033,@marifecastror si que bueno les gusto eso buscamos que las personas les guste la interpretacion y cosplay muchas gracias a ti,2016-11-12 01:59:50+00:00,es,1
797872455096250368,1388158651,"@luzugames @luzuvlogs @helloimlana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra",2016-11-13 18:43:11+00:00,es,none
797852185413451776,233678596,"ptm, en serio rafael se pasa en fin, mejor no me meto en ese asunto",2016-11-13 17:22:39+00:00,es,neu
806595768698228736,478927157,"gran ejemplo a seguir lennon inspiradora eeriencia ""de agilista a empresario devhangout con @lshimokawa @devacademyla""",2016-12-07 20:26:31+00:00,es,1
807016543028555776,315812107,es bueno aclarar las cosas,2016-12-09 00:18:32+00:00,es,none
807021459780444160,631288892,"@neohelden en serio ignoras por conviccion, esa es una lo de intereses de universidades se ha dicho hasta el cansancio",2016-12-09 00:38:04+00:00,es,0
806599314810306560,50862843,"por navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar dm porque te hicieron leña en twitter",2016-12-07 20:40:37+00:00,es,0
806981647040180224,195575910,que huevada es trabajar feriado,2016-12-08 21:59:52+00:00,es,0
806900801859895296,308618759,"yo tambien podria subir las fotos de mis comidas y juguitos fit, mi rutina en el gym but cual es el fin genteposera felizjueves",2016-12-08 16:38:37+00:00,es,0
806913014049964032,449484131,"ma, mira - que la paca si, como supiste - porque es lo unico que haces",2016-12-08 17:27:08+00:00,es,none
809482993295355904,2421564739,"@dane_ng a ud parece que si, porque la educacion que todo mundo recibe por lo visto le choca de sobremanera",2016-12-15 19:39:19+00:00,es,0
809447192473849856,43238563,"@yamtst uuuuy mas que feliz con eso, quiero ir a verte tengo mis ultimas vacaciones",2016-12-15 17:17:04+00:00,es,1
809489089082884096,119962253,aqui con mi buen amigo 'carl' de la pelicula 'up' lo maximo,2016-12-15 20:03:33+00:00,es,1
809530716149153792,1413704059,"@mikkielias estes donde estes quiero que sea feliz, y te quiero ver en la tv sazon michela vuelve a",2016-12-15 22:48:57+00:00,es,none
809519396452532224,764243,viendo la que sera de hecho una de las sorpresas del cine peruano del 2017 nueva sangre para renovar nuestra filmografia nacional,2016-12-15 22:03:58+00:00,es,1
809559875185426432,1327372519,"casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en lima",2016-12-16 00:44:49+00:00,es,0
809549140124254208,2554671355,feliz nuevo nacimiento un infinito gracias por tu presencia aqui un abrazo enorme alicia,2016-12-16 00:02:10+00:00,es,1
808497484494356480,407126009,hoy estare en @radiolazonafm en zona de humor ups de amor 905 fm solo para desearles feliz navidad y si quieren les doy una noche buena,2016-12-13 02:23:16+00:00,es,none
808739888950550528,537276442,como se va ir @neneelx276 el fue uno de los principales jugadores que nos dio la novena,2016-12-13 18:26:29+00:00,es,0
808518536050200576,599653674,saber que hay lugares y sueños infinitos por alcanzar este 2017 y empezar a planear como alcanzarlos yaaaaa,2016-12-13 03:46:55+00:00,es,none
808665366880747520,127777479,"@claudiacisneros nada queda de ese canal n que informaba la verdad cuando todos los medios estaban vendidos, que pena",2016-12-13 13:30:22+00:00,es,0
808688118304034816,27775541,"me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo pero lo he olvidado",2016-12-13 15:00:46+00:00,es,none
809813502730924032,1908423294,lo bonito de esta madrugada fue terminar bailandole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo,2016-12-16 17:32:39+00:00,es,neu
809815716736155648,266513572,"@arandapuig lamento si le pareci prepotente, pero simplemente respondi a su afirmaciones erroneas puede preguntar cuanto quiera",2016-12-16 17:41:27+00:00,es,neu
809807203288940544,64851082,"al fin se inauguro el nuevo estacionamiento del parque kennedy y sera gratis hasta fin de año, habra que ir a probarlo con la bici",2016-12-16 17:07:37+00:00,es,1
809819986806054912,632519627,solo entre a tw a confirmar la noticia y de verdad fue lo peor no paro de llorar,2016-12-16 17:58:25+00:00,es,0
809903359616552960,713559703,"@204danielle extrañaremos mucho a tamara, la mala mas buena vivira siempre en nuestros corazones",2016-12-16 23:29:42+00:00,es,0
809903077977374720,713559703,"@vivisantosp nunca olvidaremos a dulce y a robi, 2 grandes androides con un corazon gigantesco",2016-12-16 23:28:35+00:00,es,neu
809890966651961344,764243,@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela buenaza,2016-12-16 22:40:28+00:00,es,neu
809889450180349952,41050134,"@_fersha_ rajado y es un hombre, eso me halaga mas, lo compro todo el solito",2016-12-16 22:34:26+00:00,es,1
809836257945731072,2169619526,@mariobautista_ te amo mucho ojala lo supieras,2016-12-16 19:03:04+00:00,es,1
809864399594881024,280686132,creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga jodidamente bien,2016-12-16 20:54:54+00:00,es,1
809910615317823488,787841463379951616,"@congresoperu @luzsalgado_r canastas de 920 soles para todo el peru, eso serio bueno",2016-12-16 23:58:32+00:00,es,none
810682059559669760,974990972,sin duda ha sido la semana mas larga del mundo a su vez ha sido una de las mas bellas,2016-12-19 03:03:59+00:00,es,1
798323606858137600,122183759,"@rathaly fallecio el perro de mi amigo ""pazuz"" por eso lo recuerdo asi no me tires un zapato estoy tristita",2016-11-15 00:35:54+00:00,es,0
798351744073891840,290790337,feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre seguimosconfuerza,2016-11-15 02:27:43+00:00,es,1
798372539915534336,44765267,"@gemarines @flacoricardo19 que tal mama mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda",2016-11-15 03:50:21+00:00,es,1
798280514889195520,713559703,"@ivettlyoficial tu tambien eres muy bella, gracias por hacer cada dia mas hermoso con tu sonrisa y tu forma de ser",2016-11-14 21:44:40+00:00,es,1
798293798338097152,713559703,@caelike y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado tabu,2016-11-14 22:37:27+00:00,es,none
798389385511272448,2205881702,"afortunadamente todo te quepa re-bien pero este look tuyo no me agrado pero eso no es primordial, tu esencia…",2016-11-15 04:57:17+00:00,es,0
798332976346107904,798000643134881792,"no creo el amor a primera vista, pero si el querer en la primera noche",2016-11-15 01:13:08+00:00,es,neu
798337933266878464,401674060,se acuerdan de la cancion de la 83line y kangin la de ferrari era buena,2016-11-15 01:32:50+00:00,es,1
801433078191235072,497607198,@justbloomteam katy le dio like en instagram y en mis rt hace dos dias los vieron juntos,2016-11-23 14:31:50+00:00,es,neu
801428607797035008,713834336,"los miercoles son lindos, quedarme en casa hasta las 10am me parece un lujo",2016-11-23 14:14:04+00:00,es,1
801452523622113280,58610435,@venezuelanita asi es un saludo desde peru la vida es mejor con un buen vino o un buen cafe,2016-11-23 15:49:06+00:00,es,1
801236172546670592,871036573,@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero,2016-11-23 01:29:24+00:00,es,none
801228871009898496,871036573,"aunque no me crean, yo quiero mucho a @zorrodeabajo y a @unaese como diria mi abuela, los montones amontonados creanmee",2016-11-23 01:00:23+00:00,es,none
801419929429811200,407126009,siempre se fugan los ex presidentes nadine,2016-11-23 13:39:35+00:00,es,neu
801387712049651712,713834336,"@renzomirandaq jajajajajajajaja estas racista, rosado blanquito y todo te acepto, asi me discrimines por negra",2016-11-23 11:31:34+00:00,es,neu
801444641933553664,713559703,@caelike que tengas un fantastico dia caeli,2016-11-23 15:17:47+00:00,es,1
801445849435873280,201984888,mis amiguitos drogos no me hablan,2016-11-23 15:22:35+00:00,es,none
801516559885889536,285465034,@corodario hola feliz cumplee pasala genial al lado de tu familia y amigos espero me respondas pronto,2016-11-23 20:03:33+00:00,es,1
801250975411568640,126501228,@cindy_k20 es que consegui una buena chamba hasta el 24 de diciembre y necesito el dinerus nos vemos despues de esa fecha,2016-11-23 02:28:13+00:00,es,none
801477715815727104,97599030,"el dolor pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo es un dolor irreparable dolor",2016-11-23 17:29:12+00:00,es,0
801502562847457280,372975761,extrañar es el peor sentimiento del mundo sientes como no puedes hacer nada por estar cerca de quien extrañas,2016-11-23 19:07:56+00:00,es,none
801524549976145920,2421564739,@laliab24 no podre concursar entonces y encima el proximo mes se vence mi suscripcion al gimnasio,2016-11-23 20:35:18+00:00,es,0
800547849381564416,3866215515,quiero un pan con salchicha huachana,2016-11-21 03:54:15+00:00,es,none
800547384023465984,116807752,me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ese speach lo dijo todo te sigo admirando,2016-11-21 03:52:24+00:00,es,1
800541992614699008,3350876285,no es bonito estar sin celular,2016-11-21 03:30:59+00:00,es,0
800529574798893056,141323540,@vivianxhv se alejaron fue doloroso zayn dice que se habla poco con liam (el unico,2016-11-21 02:41:38+00:00,es,0
800525543452082176,293206098,que horrible ser tan celosa,2016-11-21 02:25:37+00:00,es,0
800556426141659136,155111322,estoy apunto de estar feliz pueden creer eso  yo no ,2016-11-21 04:28:20+00:00,es,1
800575577623183360,281180495,tener tantos dias libre y esperar al ultimo para hacer trabajos jajajaja,2016-11-21 05:44:26+00:00,es,0
800433901797654528,3020547341,@lux_obrien jajaja enserio a mi no me anda o bueno creo que no la se usar nose,2016-11-20 20:21:28+00:00,es,neu
800516262384242688,626846075,"ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte  imissyou myangel",2016-11-21 01:48:44+00:00,es,0
800517568566018048,126668800,@tatogi cada cantante y cancion nueva caray,2016-11-21 01:53:55+00:00,es,neu
800398823726182400,58940443,triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida,2016-11-20 18:02:04+00:00,es,0
800389737005613056,141070574,yo solo quiero que me engria,2016-11-20 17:25:58+00:00,es,neu
801148363529916416,211360292,gripe sal de este puerco trabajador,2016-11-22 19:40:29+00:00,es,none
801147060401700864,162778019,"no puede ser los 2 @cineplanet de trujillo cerrados, yo queria ver @calichinlapeli @elmiyashiro",2016-11-22 19:35:18+00:00,es,0
801164554197762048,1282075148,feliz dia a todos mis amigos musicos y a todos los musicos en general pasanela bonito musica rock vida felicidad,2016-11-22 20:44:49+00:00,es,1
801139083787587584,103634457,cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,2016-11-22 19:03:36+00:00,es,neu
801101676618846208,132023891,creo que soy muy rencorosa,2016-11-22 16:34:58+00:00,es,0
801045146359959552,1957700466,@highoncrackyeol oh ya bloquee ese numero facil son marcas porque me dijeron algo de que debia una cuenta de mas de 3k en el banco wtf,2016-11-22 12:50:20+00:00,es,none
801042739362041856,407126009,"buenos dias amigos, detras de una sonrisa hay una esperanza que avanza vamos con actitud y fe",2016-11-22 12:40:46+00:00,es,1
801073690616004608,604968526,brother en verdad me duele el cuerpo y no tengo la mas minima idea del porque,2016-11-22 14:43:45+00:00,es,0
801074940640272384,2351897098,tendre que aprender a usar protector insolacion lo bueno es que me diverti mucho paseando en bici con mi segunda familia,2016-11-22 14:48:43+00:00,es,1
801070921834496000,33227389,@tatogi los años no pasan en vano,2016-11-22 14:32:45+00:00,es,neu
801091526403112960,400493360,he confundido 'concreto' por 'contrato' y 'espacial' por 'especial' en menos de una semana que mierda me pasa,2016-11-22 15:54:38+00:00,es,none
801173217272627200,308618759,"@cornejorugel31 ya me imagino su calor que debe estar haciendo alla, ya me imagino negra",2016-11-22 21:19:14+00:00,es,neu
800354645642092544,68088996,solo emociona la primera etapa,2016-11-20 15:06:32+00:00,es,1
800382051564322816,223713157,@joannabolona que paso tambien vao a jugar fifa15 en play 3 con unas coronas hahaha se vienen mejores dias saludos,2016-11-20 16:55:26+00:00,es,1
800477126189322240,770066848901697536,"estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazon 5honamas",2016-11-20 23:13:13+00:00,es,1
800705992887386112,407126009,"el dia del hombre paso desapercibido por las mujeres, si fuera al reves no nos perdonan",2016-11-21 14:22:39+00:00,es,none
800712837228150784,448588909,@abrahammateoesp exacto todo lo que el hace lo hace con el corazon y desde el corazon,2016-11-21 14:49:51+00:00,es,none
800700696253394944,122459855,@atvmasnoticias me parece que zuckerberg visualiza a kuczynski como un 'muñequito bailarin' en fb para indicar cuando estemos felices,2016-11-21 14:01:36+00:00,es,none
800782736386560000,422057238,"me gustaria pensar que me estan haciendo un bluffing, de esos que yo haria pero algo me dice que no es asi",2016-11-21 19:27:36+00:00,es,neu
800813912937603072,609977261,"@mariomejiah bueno, no sera troll pero arana dice que no esta de acuerdo paradojas de este congreso estrafalario",2016-11-21 21:31:29+00:00,es,0
800751342184599552,105887121,como lidiar con un @@%-@gerente aguanta niña solo 6semanas +,2016-11-21 17:22:51+00:00,es,none
800698075648053248,240441704,"hasta luego, arequipa see you soon (@ aeropuerto internacional alferez alfredo rodriguez ballon (aqp",2016-11-21 13:51:12+00:00,es,none
800787307016097792,1556689902,@mitsukiauri estoy en semana de examenes asi que somos dos,2016-11-21 19:45:46+00:00,es,none
800761851600576512,129632452,me siento estafada con la hamburguesa pense que era de pollo pero de pollo con pavo 🦃 nomegusta,2016-11-21 18:04:37+00:00,es,0
800804614325043200,56839193,despues de 5 dias creo que mi cronograma de viajes por trabajo ya esta listo,2016-11-21 20:54:32+00:00,es,none
800803939213983744,714677089589452800,jamas dejare de pasar una navidad y mucho menos un año nuevo fuera de casa,2016-11-21 20:51:51+00:00,es,neu
800331434661511168,3350876285,"que tristes son los velorios y entierros, mi papa esta llorando peor que un bebito recien nacido",2016-11-20 13:34:18+00:00,es,0
800294301200711680,2860919680,me siento tan estupido de haber abierto una herida ya cicatrizada a alguien que aun me sigue importando lo siento,2016-11-20 11:06:44+00:00,es,0
800343495814877184,85630727,@memepoliticope mientras q no le rompa la ñata o se la venda pateadata bien que se relaje mi tocayo gringo,2016-11-20 14:22:13+00:00,es,none
801758655309873152,167938118,@isabelartica vamos a juntos en concierto,2016-11-24 12:05:34+00:00,es,none
801887457994244096,97339704,@luchinrc en todos nuestros centros comerciales,2016-11-24 20:37:22+00:00,es,none
801819618901946368,2860919680,eramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo,2016-11-24 16:07:48+00:00,es,1
801897885491167232,228560607,@andycamus8 jajajajajaja hola amigo andy que ha sido de tu vida ya no te dejas ver,2016-11-24 21:18:49+00:00,es,none
801899482195447808,323295065,@alvaroqgonz pero es verdah pe,2016-11-24 21:25:09+00:00,es,none
801893613500301312,412714521,"despues de unos cuatro dias de ermitaña, salir al sol no me hizo muy bien fiebre largate",2016-11-24 21:01:50+00:00,es,0
801892896936968192,8798292,dateame: albañil bueno bonito y barato please pintor de fachada y carpintero se agradece,2016-11-24 20:58:59+00:00,es,none
801829809454194688,469035311,quiero una ropa de baño entera pueden no cobrar mil soles por un poquito de tela con huequitogracias,2016-11-24 16:48:18+00:00,es,0
801829637236162560,350067417,"tratare de ser positiva este ultimo mes, para que no me vaya tan mal como todo el maldito año",2016-11-24 16:47:37+00:00,es,none
801766969276035072,1414437811,"la profesora se pregunta que pasa con la segurdad juridica, y yo solo sigo pensando en que culpa tuvo fatmagul",2016-11-24 12:38:36+00:00,es,none
801840226348003328,448507468,esas personas que se aclaman los señores de la lectura -libro favorito -cazadores de sombras mecortounhuevi,2016-11-24 17:29:42+00:00,es,0
801801520572493824,232361844,"latinatemaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quienes dirigen la tv basura",2016-11-24 14:55:53+00:00,es,0
800837347952578560,89296640,de que sirven los feriados si al final toca recuperar con horas extras,2016-11-21 23:04:37+00:00,es,neu
800846240468660224,14409351,@jrojasnovoa eso mismo de hecho has logrado un monton porque valoras el esfuerzo y eso es mas bien envidiable,2016-11-21 23:39:57+00:00,es,1
800853788261228544,51572745,situacion economica actual: le debo 2 soles al metro de shell jajajajaja,2016-11-22 00:09:56+00:00,es,neu
800931537290043392,2368462700,"""y recuerda que siempre mañana sera otro dia"" palabras de alguien que siempre estara conmigo",2016-11-22 05:18:53+00:00,es,none
800940841414037504,713559703,@ivettlyoficial la felicidad tambien es algo seguro solo debemos buscarla en las pequeñas cosas de la vida,2016-11-22 05:55:52+00:00,es,neu
800940818764890112,3189509931,buena galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino,2016-11-22 05:55:46+00:00,es,neu
800918474033762304,125691345,ojala la capital este tan caliente como dicen esos q se quejan del clima caluroso,2016-11-22 04:26:59+00:00,es,0
800861764942495744,328310252,por un momento pense que apec2016 era todos los años en lima y ya estaba emocionado,2016-11-22 00:41:38+00:00,es,neu
800510010136686592,770066848901697536,las chicas ya van a salir estoy muy nerviosa y feliz que todo salga bien ⭐,2016-11-21 01:23:53+00:00,es,none
800512171868360704,798970131967836160,nunca mas pero q mujer para mas insegura saludos para lizbeth y julver,2016-11-21 01:32:29+00:00,es,0
800505876868169728,4883303853,"amastnt @brunomars abriendo los amas guao , esperando a @ladygaga queen  peru",2016-11-21 01:07:28+00:00,es,1
800428861490102272,770066848901697536,@mijacabello97 feliz cumpleaños que sea el mejor cumpleaños de todos muchas bendiciones y muchos exitos por siempre,2016-11-20 20:01:26+00:00,es,none
800841877402583040,363459359,@argirltecture_ jajajajajajaj la desesperacion pues loca,2016-11-21 23:22:37+00:00,es,none
800843214483820544,772085092168654848,"@jimmychinchay @canaln_ bien sra presidenta, se predica con el ejm, muy bien",2016-11-21 23:27:55+00:00,es,1
800849907300995072,1523590448,"una llegada a trujillo diferente, meditando pensando y mas tarde a disfrutar la solteria",2016-11-21 23:54:31+00:00,es,none
802282909847719936,605082678,cristalito me regalo una piedrita bonita y me la olvide en hco,2016-11-25 22:48:46+00:00,es,none
